station,state,lat,long,value,p_value,trend
USC00215638,MN,45.59,-95.8744,0,0.108123235312005,none
USC00215887,MN,44.3006,-94.4897,-24.72407834,1.72686046026747E-4,decrease
USC00216547,MN,46.6694,-94.1089,0,0.90338178301538696,none
USC00216565,MN,44.0139,-96.3258,-8.91012987,3.5947240538232103E-2,decrease
USC00217087,MN,48.8486,-95.7675,-14.46005537,1.7333393657423399E-2,decrease
USC00217405,MN,44.3222,-93.9656,-13.89922078,3.5191097721957E-3,decrease
USC00217460,MN,46.7953,-93.3211,0,0.65653174381319301,none
USC00218419,MN,47.0258,-91.6653,0,0.135782566316275,none
USC00218618,MN,47.0997,-94.5725,0,0.20172082800107,none
USC00219046,MN,43.7639,-94.1661,0,0.48347123126033897,none
USC00219249,MN,44.2997,-92.6656,-18.72362371,5.51851117551881e-05,decrease
USC00220021,MS,33.83,-88.5214,-28.61141835,1.5641156208742599E-4,decrease
USC00220488,MS,34.3061,-89.9806,-18.43356109,2.4193062969787401E-2,decrease
USC00220955,MS,34.6344,-88.5622,-19.42368036,1.8904714079616101E-2,decrease
USC00221094,MS,31.5447,-90.4581,-16.08932204,6.4432773204450899E-2,decrease
USC00221389,MS,32.6714,-90.0361,-15.58400926,4.0160930870729798E-2,decrease
USC00221707,MS,34.1864,-90.5572,-34.68551825,3.85154666146716e-07,decrease
USC00221865,MS,31.2503,-89.8361,0,0.73308331775390601,none
USC00221962,MS,34.8792,-88.6178,-19.49399255,8.3901322353451893E-3,decrease
USC00223107,MS,32.36,-89.4208,0,0.88296577370167295,none
USC00223605,MS,33.3592,-91.06,0,0.97757649650532397,none
USC00223887,MS,31.2547,-89.3392,-22.54392863,1.2202928824875401E-3,decrease
USC00223975,MS,34.8039,-90.0103,0,0.99201164162427002,none
USC00224776,MS,33.0583,-89.5797,-14.40711263,8.1950872444529504E-2,decrease
USC00224939,MS,31.6756,-89.1236,0,0.363917692035856,none
USC00225247,MS,33.1356,-89.0711,0,0.76578043882045299,none
USC00225987,MS,31.5519,-90.1058,21.45327,1.2371772139179E-2,increase
USC00226009,MS,33.4517,-90.5097,-22.88410463,5.0314621464182998E-3,decrease
USC00226177,MS,31.5889,-91.3408,-27.10172569,5.4994008471276898E-4,decrease
USC00226718,MS,30.3961,-88.4781,-19.78675035,9.22259591765664E-3,decrease
USC00227111,MS,34.1381,-88.9983,0,0.107211521340005,none
USC00227128,MS,30.8408,-89.5453,0,0.97767145874780903,none
USC00227132,MS,31.985,-90.9719,0,0.76845694378819496,none
USC00228374,MS,33.4692,-88.7822,0,0.72558235558023398,none
USC00229079,MS,34.3725,-89.5308,0,0.49111292775408999,none
USC00229400,MS,34.1583,-89.6311,-13.00900901,4.8834823291757097E-2,decrease
USC00229439,MS,31.6772,-88.6708,0,0.95432986983924595,none
USC00229793,MS,31.0931,-91.2325,-15.60192308,7.8967830043129905E-2,decrease
USC00229860,MS,32.9028,-90.3817,19.67738165,5.5506369602369002E-2,increase
USC00230204,MO,38.1894,-94.0244,-24.19636364,1.4315110150844599E-4,decrease
USC00231037,MO,39.4247,-93.1331,-20.16243411,1.44735734578211E-3,decrease
USC00231364,MO,36.1875,-89.66,0,0.71667409144433403,none
USC00231711,MO,38.395,-93.7711,0,0.16689106526019601,none
USC00231822,MO,40.2394,-94.6833,-20.14233766,2.5971332375268797E-4,decrease
USC00232289,MO,36.6206,-90.8125,-18.47102667,9.2347985133292201E-3,decrease
USC00232809,MO,37.7919,-90.4097,-13.75168831,2.2780209824192699E-2,decrease
USC00234271,MO,38.5847,-92.1831,-10.88103896,2.9514172252439699E-2,decrease
USC00234705,MO,37.5983,-94.2842,0,0.92710561443859196,none
USC00234825,MO,37.685,-92.6939,0,0.538232528528794,none
USC00234904,MO,39.1828,-93.855,-19.69564108,9.2222926725274504E-3,decrease
USC00235027,MO,37.3908,-93.9492,-14.2774026,2.7922024760593401E-2,decrease
USC00235253,MO,37.3056,-89.975,-11.92612852,9.0767786460550406E-2,decrease
USC00235541,MO,39.1714,-91.8717,0,0.55419076346798302,none
USC00235671,MO,39.4033,-92.4325,-12.10597556,3.14715883254253E-2,decrease
USC00235834,MO,37.1542,-92.2619,-11.67272727,6.0022911493484501E-2,decrease
USC00235976,MO,36.865,-94.3603,0,0.28481678166157698,none
USC00237263,MO,37.9567,-91.7761,0,0.68930356389637903,none
USC00237963,MO,40.2472,-93.7158,0,0.84244007063204696,none
USC00238051,MO,39.9703,-91.8875,0,0.888013827486,none
USC00238223,MO,38.9664,-93.4194,-19.80571429,4.50821804507051E-4,decrease
USC00238523,MO,40.475,-93.0031,0,0.20066347050425101,none
USC00238725,MO,38.8347,-91.1389,-15.55547233,1.2182539202523299E-2,decrease
USC00240364,MT,47.4925,-112.3969,0,0.69543872493255998,none
USC00240780,MT,45.8325,-109.9511,0,0.783946206264302,none
USC00241044,MT,45.6622,-111.0464,10.98285714,6.7934151961901203E-3,increase
USC00241552,MT,47.2192,-111.7108,13.54892106,3.7483775128385499E-4,increase
USC00241722,MT,48.5883,-109.2267,0,0.96183683555428601,none
USC00241737,MT,47.8206,-112.1922,0,0.69153089764146303,none
USC00242409,MT,45.2089,-112.6389,0,0.108632848177346,none
USC00242689,MT,45.8864,-104.5478,0,0.60074028268896895,none
USC00242793,MT,45.3394,-111.7122,16.50909091,2.38191524981824e-05,increase
USC00243013,MT,46.8217,-108.3725,0,0.96450518805392604,none
USC00243110,MT,48.4983,-109.8014,0,0.80286036455464804,none
USC00243139,MT,48.7783,-114.8997,0,0.100574746596683,none
USC00243581,MT,47.1058,-104.7175,0,0.37191531299838199,none
USC00243885,MT,46.2461,-114.1681,7.718163278,2.3128628550596601E-2,increase
USC00244038,MT,44.8667,-111.3392,0,0.15273797315443199,none
USC00244345,MT,45.9228,-108.2453,9.494268206,1.16863045560018E-2,increase
USC00244364,MT,45.9353,-107.1375,0,0.45764049698650799,none
USC00244522,MT,47.3144,-106.9103,0,0.19817412815454499,none
USC00244558,MT,48.3042,-114.2642,10.26701299,8.5634741310471607E-3,increase
USC00245015,MT,48.4036,-115.5392,0,0.29585665650943299,none
USC00245572,MT,48.4828,-104.4514,0,0.22825759526778999,none
USC00245761,MT,47.0572,-109.9511,0,0.15613903241132701,none
USC00246157,MT,45.4875,-111.6336,0,0.74935814553189395,none
USC00246472,MT,46.3158,-113.3,0,0.105143120214182,none
USC00246601,MT,46.4178,-104.5164,0,0.902067476731921,none
USC00246918,MT,45.1769,-109.2572,15.34224576,3.55074834125748E-4,increase
USC00247286,MT,47.315,-114.0983,10.50483657,3.6524294315506703E-2,increase
USC00247382,MT,47.4536,-104.3378,0,0.20944473348763701,none
USC00248501,MT,48.3119,-112.2492,0,0.106705449449054,none
USC00248569,MT,47.88,-105.3686,0,0.94102087894196595,none
USC00248597,MT,45.2925,-111.9444,9.10961039,2.3089105101590499E-2,increase
USC00250070,NE,41.6853,-98.0083,-15.61465008,2.34284486343652E-4,decrease
USC00250130,NE,42.1103,-102.8967,0,0.29258946852065099,none
USC00250375,NE,41.0408,-96.3811,0,0.22646507079164399,none
USC00250420,NE,42.5136,-99.0303,0,0.25738749953274198,none
USC00250435,NE,40.3706,-95.7469,-9.113513514,4.05046587386233E-2,decrease
USC00250640,NE,40.1306,-99.8278,0,0.30136723800187898,none
USC00251145,NE,41.6681,-103.1039,8.815135135,3.5506246614237597E-2,increase
USC00251200,NE,41.4083,-99.675,-11.16363636,2.66766808527076E-2,decrease
USC00252020,NE,40.6092,-96.8719,0,0.13292590930547701,none
USC00252100,NE,40.6344,-100.5219,0,0.30986151410960799,none
USC00252205,NE,41.2483,-97.0581,-13.75806058,1.23349752222519E-3,decrease
USC00252820,NE,40.0739,-97.1669,-12.23480519,8.9448486460831506E-3,decrease
USC00252840,NE,40.6422,-97.5928,-20.21968864,6.0746338563420397E-4,decrease
USC00253175,NE,40.5394,-97.5906,-9.565714286,3.61678524597372E-2,decrease
USC00253185,NE,41.4514,-97.7644,-12.57038961,4.2290760541628799E-3,decrease
USC00253365,NE,40.9394,-100.1514,-15.61038961,3.8184786106241797E-4,decrease
USC00253615,NE,42.6858,-103.8842,0,0.995417030023657,none
USC00253630,NE,42.6167,-97.2608,-23.0841839,2.43764194019269e-06,decrease
USC00253660,NE,40.6472,-98.3836,-18.15376623,8.42766244094359e-05,decrease
USC00253735,NE,40.175,-97.5903,-11.81714286,8.5581146340461805E-3,decrease
USC00253910,NE,40.4517,-99.3803,-21.44103896,6.45941800157943e-07,decrease
USC00254110,NE,40.5092,-101.6514,0,0.910932126340806,none
USC00254440,NE,41.2453,-103.6344,11.2431129,2.1032739163738601E-2,increase
USC00254900,NE,41.1489,-102.6361,0,0.30012636822633099,none
USC00254985,NE,41.2789,-98.9697,-17.17869916,2.7443113462507498E-4,decrease
USC00255080,NE,41.8292,-97.45,-25.60081324,4.42052683233522e-06,decrease
USC00255310,NE,40.2289,-100.61,0,0.51387800287499397,none
USC00255470,NE,42.9194,-101.7089,0,0.41481586316455699,none
USC00255565,NE,40.5156,-98.9514,-14.41662338,2.1536161058925301E-3,decrease
USC00256040,NE,41.4969,-98.7714,-20.50882558,1.3669713694270701E-4,decrease
USC00256135,NE,42.0644,-97.9667,-18.21818182,1.12851477767229E-4,decrease
USC00256570,NE,40.1117,-96.1514,-21.69682938,1.96997168178715e-05,decrease
USC00256970,NE,42.065,-100.2472,0,0.75627951038055397,none
USC00257070,NE,40.0978,-98.5197,0,0.21023226747295601,none
USC00257515,NE,41.2078,-98.4608,0,0.61625896283478199,none
USC00257715,NE,40.9169,-97.0897,0,0.20483333655413399,none
USC00258395,NE,40.6661,-96.1892,-8.122597403,6.2265484045704797E-2,decrease
USC00258465,NE,40.3544,-96.1939,0,0.111578007428276,none
USC00258480,NE,41.7881,-96.2325,-11.48383794,1.00699201225987E-2,decrease
USC00258915,NE,42.3017,-96.9003,0,0.126298889395901,none
USC00259090,NE,40.8639,-96.1414,-23.57488479,1.01105001213042E-4,decrease
USC00259510,NE,40.8678,-97.5922,0,0.110628154081891,none
USC00260507,NV,39.4931,-117.0675,-8.32989909,4.6535283736934399E-2,decrease
USC00262780,NV,39.4572,-118.7811,13.65700029,1.13103823800261E-2,increase
USC00263245,NV,40.9567,-117.4922,0,0.93874346116143104,none
USC00264698,NV,40.17,-118.4775,0,0.81857202393211703,none
USC00264950,NV,39.4142,-114.7739,24.51591191,5.68168331007259e-08,increase
USC00265168,NV,38.3878,-118.1092,11.92876712,3.60649710466959E-3,increase
USC00267369,NV,35.4661,-114.9217,0,0.105102736787704,none
USC00268988,NV,41.1169,-114.9786,0,0.21841667021993799,none
USC00272174,NH,43.1419,-70.95,0,0.748310145458423,none
USC00272999,NH,45.09,-71.2906,9.954285714,3.6718825923824899E-3,increase
USC00273850,NH,43.7053,-72.2856,8.154805195,3.5216193526750102E-2,increase
USC00274399,NH,42.9389,-72.3247,0,0.17985661221323501,none
USC00280907,NJ,40.8917,-74.3964,10.71910112,1.2998605419403401E-2,increase
USC00281582,NJ,41.03,-74.4247,0,0.11436722081734001,none
USC00283029,NJ,40.5742,-74.8817,0,0.23238136705211901,none
USC00283951,NJ,40.2664,-74.5642,13.98545455,9.1070238272801301E-4,increase
USC00284229,NJ,39.7994,-74.7806,0,0.74707130291310797,none
USC00284987,NJ,40.2969,-74.0017,0,0.39756555920584502,none
USC00285728,NJ,39.9683,-74.865,24.40258942,8.87361889345555e-06,increase
USC00287079,NJ,40.6036,-74.4025,0,0.14730075633617901,none
USC00290692,NM,36.835,-108.0006,19.13799476,1.3924641328142101E-4,increase
USC00290858,NM,35.5297,-104.0936,0,0.44734554985352298,none
USC00291469,NM,32.3478,-104.2225,22.85721338,1.52290803225428e-05,increase
USC00291515,NM,33.6308,-105.8964,0,0.77521390973872795,none
USC00291664,NM,36.9178,-106.5781,0,0.37789369477094598,none
USC00291813,NM,36.4661,-104.9456,11.57194805,7.1732340038341003E-3,increase
USC00292608,NM,36.9358,-107,20.9086758,6.2119074167774101E-4,increase
USC00292848,NM,33.1461,-107.1842,28.52779221,7.55957060106108e-09,increase
USC00293265,NM,32.7939,-108.1514,0,0.281238239292606,none
USC00293294,NM,34.4667,-104.2319,-26.26657132,5.70236178884683e-05,decrease
USC00294369,NM,35.7783,-106.6872,12.67342817,1.06551902374607E-3,increase
USC00294426,NM,32.6161,-106.7403,0,0.770109834670483,none
USC00295150,NM,34.7675,-106.7611,41.16338096,5.60149040381218e-12,increase
USC00295273,NM,33.8225,-108.9417,17.47719085,7.3519062163343097E-4,increase
USC00295960,NM,32.9542,-105.8222,10.29402597,3.1108049137117899E-2,increase
USC00295965,NM,34.5208,-106.2606,14.21922078,6.85762956552764E-3,increase
USC00296435,NM,32.3789,-106.0925,0,0.64088640885852699,none
USC00297323,NM,36.71,-105.4164,0,0.49014067742558198,none
USC00297867,NM,35.1086,-103.3283,11.28557324,2.12583210142358E-2,increase
USC00298107,NM,34.9561,-104.7217,0,0.47728485805204002,none
USC00298387,NM,34.0606,-106.8842,11.21118158,7.5299069172532901E-2,increase
USC00298501,NM,36.3628,-104.585,-25.15330824,2.77221418066431E-4,decrease
USC00298535,NM,32.2822,-106.7597,27.88216783,1.80414859947038e-07,increase
USC00299156,NM,35.2006,-103.6867,25.00779221,2.01683552013949e-06,increase
USC00299165,NM,33.0719,-106.0411,0,0.54988368775665297,none
USC00300023,NY,42.1014,-77.2344,-12.03996261,1.86088931814401E-2,decrease
USC00300085,NY,42.2797,-77.7664,11.95590602,1.2516038254273E-2,increase
USC00300093,NY,42.1003,-78.7497,-16.65993886,2.4511224951860301E-4,decrease
USC00300183,NY,42.3108,-78.0231,0,0.55315971349256399,none
USC00300321,NY,42.9328,-76.5447,9.581922174,2.0393135150399901E-2,increase
USC00300443,NY,43.0297,-78.1683,0,0.81124018096458195,none
USC00300889,NY,40.9519,-72.2978,16.26336969,5.57809843972854e-05,increase
USC00301401,NY,44.8786,-73.3953,-17.75595238,5.0167950602541004E-3,decrease
USC00301752,NY,42.7167,-74.9267,-11.77662338,1.22083676088984E-2,decrease
USC00301966,NY,44.7192,-73.7206,-11.51792208,3.2591430232707E-3,decrease
USC00301974,NY,42.5647,-77.7175,-19.18441558,1.31766614780778E-4,decrease
USC00302129,NY,41.0072,-73.8344,0,0.297309636284395,none
USC00302610,NY,42.0997,-76.8358,-9.897142857,3.7356884728242203E-2,decrease
USC00303033,NY,42.4497,-79.312,-13.77326007,2.8692829660050299E-2,decrease
USC00303319,NY,43.0492,-74.3592,-12.11291642,6.8444036177707002E-2,decrease
USC00303773,NY,42.7742,-77.6083,0,0.43883682675362801,none
USC00304102,NY,43.7547,-74.2756,-17.30701299,1.8048233856198E-4,decrease
USC00304174,NY,42.4492,-76.4492,0,0.32487980346102502,none
USC00304555,NY,44.3042,-73.9839,0,0.78474403453059005,none
USC00304647,NY,44.7583,-74.6692,0,0.97106509979583,none
USC00304791,NY,43.0603,-74.8686,0,0.472263672737113,none
USC00304844,NY,43.1522,-78.6533,0,0.13701130869749401,none
USC00304912,NY,43.7928,-75.4828,-9.446054885,3.21739586807381E-2,decrease
USC00305426,NY,41.7719,-74.1536,28.228893,2.50676169793178e-08,increase
USC00305512,NY,42.8417,-75.7264,0,0.24758437152703699,none
USC00306085,NY,42.5117,-75.5197,0,0.75661587610993697,none
USC00306164,NY,44.7281,-75.4442,0,0.95827532603877297,none
USC00306314,NY,43.45,-76.5369,0,0.151475155235994,none
USC00306774,NY,41.3892,-74.6906,0,0.203268812150316,none
USC00307484,NY,43.0414,-73.8214,0,0.149105242559185,none
USC00307633,NY,40.9586,-73.1047,14.35393497,6.3677042948489899E-3,increase
USC00308248,NY,43.8914,-75.0361,-19.81506494,8.31211672471143e-06,decrease
USC00308600,NY,42.7511,-73.685,0,0.11152662760965799,none
USC00308631,NY,44.2308,-74.4383,0,0.82366104497679604,none
USC00308944,NY,44.1481,-74.9003,0,0.46981374035928097,none
USC00309000,NY,43.9761,-75.8753,0,0.71191921118023005,none
USC00309292,NY,41.3906,-73.9608,-10.09001289,2.1444866114382101E-2,decrease
USC00310090,NC,35.4,-80.1994,-14.53818182,1.1539974210603701E-2,decrease
USC00311677,NC,35.9086,-79.0797,0,0.98949813405938702,none
USC00312635,NC,36.0164,-76.5517,0,0.75295563002799404,none
USC00312719,NC,36.3097,-76.205,0,0.87678983874738703,none
USC00313017,NC,35.0592,-78.8589,0,0.32387259380150402,none
USC00313969,NC,36.3489,-78.4119,0,0.77224549442999701,none
USC00313976,NC,35.3297,-82.4492,0,0.19573158616342301,none
USC00314055,NC,35.0564,-83.1983,0,0.479352325861854,none
USC00314684,NC,35.1967,-77.5433,-25.19548596,8.20523248836863e-05,decrease
USC00314938,NC,35.9147,-81.5375,0,0.96697198981007704,none
USC00315123,NC,36.1025,-78.3042,0,0.164905769028417,none
USC00315177,NC,34.6269,-79.025,0,0.24477984047838799,none
USC00315340,NC,35.6847,-82.0083,0,0.41143500518367998,none
USC00315356,NC,35.8033,-82.6658,0,0.400349201179099,none
USC00315771,NC,34.9797,-80.5233,0,0.306848972616723,none
USC00315830,NC,34.7336,-76.7358,-15.16987013,4.6875961451042902E-3,decrease
USC00315838,NC,35.7297,-81.6728,-10.14545455,7.0396998958306506E-2,decrease
USC00315890,NC,36.4961,-80.6522,-10.94025974,3.4461403634508503E-2,decrease
USC00317202,NC,36.3797,-79.6944,15.09818438,1.4757760929111101E-2,increase
USC00317615,NC,35.6836,-80.4822,-22.95480519,8.20636189157985e-06,decrease
USC00317994,NC,35.5175,-78.3444,0,0.26345706728257701,none
USC00318113,NC,33.9947,-78.0078,45.08148523,7.23933936573686e-10,increase
USC00318292,NC,35.81,-80.8808,-11.54493506,1.7246210166174301E-2,decrease
USC00318500,NC,35.8842,-77.5386,-13.32779221,7.35725689076E-3,decrease
USC00318694,NC,36.4003,-81.3053,0,0.75990987469305105,none
USC00319147,NC,35.4867,-82.9681,0,0.98130049572891598,none
USC00319476,NC,35.6939,-77.9461,0,0.11513722932104301,none
USC00320941,ND,48.8217,-100.4528,-7.345454545,4.4950629918246797E-2,decrease
USC00321871,ND,48.9158,-103.2981,-8.997402597,2.5025551577690999E-2,decrease
USC00322188,ND,46.8914,-102.7792,0,0.86742179796690499,none
USC00322365,ND,47.3467,-102.5869,0,0.15511753510436099,none
USC00323287,ND,46.1583,-98.3989,-21.25506494,2.99547229011027e-05,decrease
USC00323594,ND,48.4181,-97.4247,0,0.100505394628462,none
USC00323621,ND,47.9217,-97.0975,0,0.257331307617511,none
USC00324203,ND,47.4389,-97.0664,-12.31511868,6.3883639896258901E-3,decrease
USC00324418,ND,46.8844,-98.685,-12.83532468,3.80015061940239E-3,decrease
USC00324958,ND,48.7622,-98.3447,-22.28675325,6.3731556309959e-08,decrease
USC00325220,ND,46.4444,-97.6928,0,0.26221547669612499,none
USC00325479,ND,46.8128,-100.9097,0,0.108310911155563,none
USC00326015,ND,46.6706,-100.2294,-12.81164801,9.9067983395924805E-3,decrease
USC00326155,ND,46.3747,-102.3211,13.4620728,8.9629493801021802E-3,increase
USC00326255,ND,46.5067,-99.7692,-11.70493506,3.28519185693304E-3,decrease
USC00326315,ND,46.5406,-102.8692,0,0.55359278591501604,none
USC00327530,ND,46.8886,-102.3192,0,0.121167088511559,none
USC00328792,ND,48.3706,-100.3908,-7.119206133,8.8236725821368198E-2,decrease
USC00329445,ND,48.6061,-100.2911,0,0.15656323055657601,none
USC00331072,OH,40.8125,-82.9697,0,0.86285617733902698,none
USC00331152,OH,40.2686,-80.9981,-16.79229879,2.50602594609276E-2,decrease
USC00331541,OH,41.0517,-81.9361,-15.49237768,6.6430164998212598E-3,decrease
USC00331592,OH,39.6103,-82.9556,-18.06961039,7.2281888845550802E-4,decrease
USC00331890,OH,40.2403,-81.8711,-22.1985742,4.30873277153076e-05,decrease
USC00332098,OH,41.2783,-84.3847,0,0.15346355797095401,none
USC00332791,OH,41.0461,-83.6622,0,0.485902875587922,none
USC00333375,OH,40.1033,-84.6503,0,0.58642362420989003,none
USC00333758,OH,39.2333,-83.6092,-12.60289912,4.4934808714090002E-2,decrease
USC00333780,OH,41.3072,-81.1475,-12.82701299,2.8657505825216401E-3,decrease
USC00334189,OH,40.6486,-83.6061,0,0.91221745573633195,none
USC00335041,OH,39.6522,-81.8561,-28.49130037,1.53062026581098e-05,decrease
USC00335297,OH,40.5375,-81.9197,10.59270005,3.9838864113047899E-2,increase
USC00335315,OH,40.7692,-80.8561,0,0.47481870905159401,none
USC00336118,OH,41.2633,-82.6147,0,0.25631216468790202,none
USC00336196,OH,41.2803,-82.2186,-18.23686132,2.0579002593340899E-3,decrease
USC00336600,OH,39.8386,-81.9167,-31.58350903,7.07696778858824e-05,decrease
USC00336781,OH,38.7569,-82.8872,0,0.45543714998809798,none
USC00338313,OH,41.1167,-83.1667,0,0.61359677186287098,none
USC00338534,OH,40.8333,-83.2833,-15.18763323,9.7136258538882501E-3,decrease
USC00338552,OH,40.0992,-83.7822,0,0.77784574627411696,none
USC00338769,OH,41.2019,-80.8106,-10.90181818,1.4538989790602801E-2,decrease
USC00338822,OH,41.5183,-84.1453,0,0.33489236186392801,none
USC00338830,OH,39.1114,-82.9797,10.92467532,4.55940252445802E-2,increase
USC00339312,OH,40.7814,-81.9197,0,0.19414430384817499,none
USC00340017,OK,34.7864,-96.685,0,0.545610852383692,none
USC00340179,OK,34.5903,-99.3344,0,0.29525105992786299,none
USC00340256,OK,34.2208,-95.615,0,0.94826455450828395,none
USC00340292,OK,34.1772,-97.1617,0,0.29492819128674402,none
USC00340593,OK,36.8125,-100.5308,0,0.23464056543172199,none
USC00340908,OK,36.7236,-102.4806,0,0.290390371612683,none
USC00341243,OK,36.8003,-99.64,13.76113671,5.88196163523306E-2,increase
USC00341504,OK,35.1756,-98.5794,-17.24137931,6.04412724965901E-2,decrease
USC00341724,OK,36.7672,-98.4244,0,0.65183926368862399,none
USC00341828,OK,36.3225,-95.5808,0,0.114619628060579,none
USC00342678,OK,34,-96.3686,-17.46788295,6.4738761683939994E-2,decrease
USC00342912,OK,36.4194,-97.8747,0,0.465691442620083,none
USC00342944,OK,35.2164,-99.8628,0,0.111442958492434,none
USC00343497,OK,35.6306,-98.3217,-21.53400317,8.8598789850533304E-3,decrease
USC00343628,OK,36.5914,-101.6181,0,0.108077172845221,none
USC00343821,OK,35.8161,-97.395,0,0.63882569046058602,none
USC00343871,OK,35.585,-99.3953,-31.7849211,4.7978014123173802E-4,decrease
USC00344055,OK,36.0942,-97.835,0,0.56062442319754602,none
USC00344235,OK,35.0567,-96.3861,0,0.86946018000343295,none
USC00344298,OK,36.8594,-101.2214,0,0.87709652857507703,none
USC00344573,OK,36.6856,-97.7486,0,0.59634684907001601,none
USC00344861,OK,35.8583,-97.9294,-16.10330261,5.7618724731363598E-2,decrease
USC00345063,OK,34.6097,-98.4572,0,0.51841373059704698,none
USC00345509,OK,34.8911,-99.5017,-15.19124424,5.9675842246155998E-2,decrease
USC00345779,OK,35.505,-96.9772,-14.02265254,7.7672752430919798E-2,decrease
USC00345855,OK,36.8833,-94.8833,-21.87045046,8.7840751968128496E-3,decrease
USC00346130,OK,35.7781,-95.3339,0,0.798046466240389,none
USC00346139,OK,36.2283,-99.17,-11.00297668,8.1880659715709E-2,decrease
USC00346278,OK,36.9422,-97.0058,0,0.59178481444325004,none
USC00346629,OK,36.1217,-98.315,0,0.12380975297680299,none
USC00346638,OK,35.4253,-96.3033,0,0.58053131279302495,none
USC00346670,OK,35.6239,-96.025,0,0.77494966912306196,none
USC00346926,OK,34.7253,-97.2814,-15.8734639,7.4892446040402794E-2,decrease
USC00346935,OK,36.6692,-96.3472,0,0.24472423124239601,none
USC00347012,OK,36.2886,-97.2897,0,0.75514604740837998,none
USC00348501,OK,36.1175,-97.095,0,0.68223275438548403,none
USC00348677,OK,35.9369,-94.9644,-21.22678522,3.7810492386650602E-2,decrease
USC00349395,OK,34.1747,-97.9964,-21.05171867,3.2554928337529897E-2,decrease
USC00349422,OK,35.52,-98.6986,0,0.144795021653155,none
USC00349445,OK,35.4814,-95.2039,0,0.63142415801859797,none
USC00350304,OR,42.2131,-122.7147,16.36155844,1.77603069035803e-05,increase
USC00350694,OR,44.0569,-121.285,8.601558442,9.9623629235146508E-3,increase
USC00351055,OR,42.0464,-124.2878,0,0.45556313661619102,none
USC00351433,OR,44.3914,-122.4811,-11.17412587,2.7031911553335401E-2,decrease
USC00351765,OR,45.2408,-120.1789,7.635237512,3.9260799749556902E-2,increase
USC00351862,OR,44.6342,-123.19,12.83428571,2.41227467494651e-05,increase
USC00351897,OR,43.7917,-123.0275,9.104638425,1.05592920050981E-2,increase
USC00351946,OR,42.8978,-122.1339,0,0.11541096156797399,none
USC00352406,OR,43.6592,-123.325,9.206507199,6.6330498379478398E-3,increase
USC00352440,OR,45.4539,-121.1303,10.02394445,3.8442250486311801E-2,increase
USC00352997,OR,45.5247,-123.1025,0,0.33413226110640398,none
USC00353445,OR,42.4239,-123.3219,9.928311688,1.70981319855039E-2,increase
USC00353770,OR,45.4486,-122.1547,0,0.99017848094831296,none
USC00353827,OR,45.3653,-119.5639,10.6825974,1.26341384896532E-3,increase
USC00354003,OR,45.6847,-121.5175,8.505974026,7.4843296170735403E-3,increase
USC00354670,OR,42.2414,-120.3678,17.41047065,8.7140074553348102E-4,increase
USC00355362,OR,44.1792,-122.1164,0,0.56190962310180703,none
USC00355384,OR,45.2214,-123.1622,0,0.69870754514448896,none
USC00355593,OR,45.9428,-118.4089,0,0.18835349466547999,none
USC00355734,OR,45.4825,-120.7236,8.628571429,1.31380095070469E-2,increase
USC00356426,OR,42.6922,-120.5403,0,0.81075770474081299,none
USC00356634,OR,45.4756,-118.8253,0,0.25667409655194301,none
USC00356883,OR,44.3006,-120.8406,8.178615756,4.5144144664986598E-2,increase
USC00356907,OR,42.7331,-122.5164,0,0.74930554985838005,none
USC00357169,OR,42.9508,-123.3572,24.73142857,1.51939866794938e-09,increase
USC00358466,OR,45.1219,-122.07,0,0.22669734440753,none
USC00358494,OR,45.4539,-123.8519,5.654894247,8.3453543699459606E-2,increase
USC00358746,OR,45.1986,-117.8647,12.79435484,3.6505590595508602E-3,increase
USC00358797,OR,43.9814,-117.2439,-13.57796576,1.2304285382644E-2,decrease
USC00358997,OR,45.5731,-117.5311,20.94348671,1.07333848453051e-08,increase
USC00361354,PA,39.9353,-77.6394,0,0.39183876423819503,none
USC00363028,PA,41.4003,-79.8306,0,0.17766079692883899,none
USC00364896,PA,40.3372,-76.4617,0,0.190669907568256,none
USC00365915,PA,41.8511,-75.8583,0,0.53958005839803003,none
USC00366233,PA,41.0172,-80.3614,11.19737307,6.5589418957161097E-2,increase
USC00367029,PA,41.7394,-75.4464,0,0.81876097569733597,none
USC00367477,PA,41.4197,-78.7492,-9.714285714,6.4284635116020603E-2,decrease
USC00367931,PA,40.7831,-76.8617,0,0.19256327001208201,none
USC00368449,PA,40.7933,-77.8672,0,0.104602267040573,none
USC00368596,PA,41.0147,-75.2072,0,0.106728492665738,none
USC00368905,PA,41.7511,-76.4431,0,0.65217123947437095,none
USC00369050,PA,39.915,-79.7192,0,0.95701938556885002,none
USC00369298,PA,41.8467,-79.1494,-7.678961039,6.4305215589254297E-2,decrease
USC00369408,PA,41.7003,-77.3872,0,0.44485760402068297,none
USC00369464,PA,39.9708,-75.635,0,0.45697251949925,none
USC00369933,PA,39.9167,-76.75,0,0.13992918342451699,none
USC00374266,RI,41.4903,-71.5431,24.97766234,4.68355659846628e-10,increase
USC00380074,SC,33.4925,-81.6958,22.8,1.07983512779693E-2,increase
USC00380165,SC,34.5283,-82.6608,0,0.74702557180481499,none
USC00381277,SC,34.0906,-82.5883,0,0.123852662574207,none
